custom/routes_completed,custom/avg_speed,custom/mean_reward,custom/total_reward,custom/avg_center_dev,custom/total_distance,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/fps,train/actor_loss,train/critic_loss,train/n_updates,train/learning_rate
0.04395604395604396,15.020539794419484,-0.2440179986612867,-8.052593955822461,0.5678805957538384,8.762293441221118,,,,,,,-0.2623721867334098,0.8787780940532685,292,0.000489788354831275
,,,,,,264,60.87,3.2163940100000006,10317,168,38,,,,
0.15384615384615385,13.661679350442203,-0.05870260806515476,-1.8784834580849523,0.5176890204118754,7.732260055840015,,,,,,,-0.23665904262452386,1.1229071340058,324,0.000489756747804011
0.032448377581120944,16.340670525188298,-0.14762081509783626,-5.609590973717777,0.4068419803905677,11.101525184698403,,,,,,,-0.2633685682329439,1.0890569768605693,355,0.000489726129470896
0.1206896551724138,14.422217950832158,-0.06618378582075732,-2.117881146264234,0.5460900388301806,8.146175880916417,,,,,,,-0.3143876161728356,0.8067065418974774,392,0.000489689586264275
0.013363028953229399,11.898708031131207,-0.10471254186937037,-3.141376256081111,0.45591729019406235,6.363705906667747,,,,,,,-0.3073189779365015,0.8983880959210857,423,0.000489658970034944
,,,,,,269,59.54,3.0244209099999995,10445,172,38,,,,
0.10344827586206896,13.08719814333889,-0.09383633188195276,-2.9089262883405356,0.5693858315076744,7.16938038635999,,,,,,,-0.3752192341048142,0.7159297671811334,452,0.000489630329914475
0.025157232704402517,10.883775691991236,-0.31719283098504075,-8.247013605611059,0.7914330483663546,4.913568890653551,,,,,,,-0.34528907388448715,0.7581141034762064,482,0.000489600703086875
0.25,16.226381968496458,-0.20621306398049974,-7.423670303297991,0.8557711345272982,10.419559467583895,,,,,,,-0.3546520296856761,0.7356436210870743,507,0.0004895760147500001
0.02284263959390863,14.920899806088308,-0.23545203089557956,-8.476273112240865,1.2567615601736504,9.544827718520537,,,,,,,-0.3266074157186917,0.6999450966715812,542,0.000489541452126275
,,,,,,274,58.68,2.6921801600000004,10570,176,38,,,,
0.08888888888888889,10.457119889699024,-0.2957958820652447,-8.282284697826851,0.8056764918152683,5.087305550463498,,,,,,,-0.3104803089584623,0.7638814445052828,577,0.0004895068907251
0.0070921985815602835,9.696032054626723,-0.30106987323606865,-7.827816704137785,0.6529905518927357,4.357290952466428,,,,,,,-0.3097068906623732,0.390856236771301,604,0.0004894802299080911
0.11904761904761904,10.480944282369721,-0.2877196304397728,-7.768430021873865,0.7484027359873378,4.937959104310721,,,,,,,-0.3490096311084926,0.5379321438074112,629,0.000489455544615116
0.1568627450980392,14.559490113684321,-0.024774633011171887,-0.7927882563575004,0.5058953856326398,8.293212504358962,,,,,,,-0.3656612713463031,0.5867446563564814,655,0.000489429872572096
,,,,,,279,57.03,2.11244801,10679,180,38,,,,
